역명,승차총승객수,하차총승객수
신대방,24818,24584
구로디지털단지,57836,58202
대림(구로구청),22887,23296
신도림,43237,42563
문래,20546,20798
영등포구청,21964,22510
당산,16916,19766
합정,27568,28398
홍대입구,46517,47843
신촌,29737,30693
이대,11485,12493
아현,9245,8964
충정로(경기대입구),9327,9866
용답,2440,2510
신답,1544,1840
신설동,2976,3215
도림천,1379,1425
양천구청,6433,6816
신정네거리,9778,10164
용두(동대문구청),2135,2265
지축,4239,4229
구파발,19344,18110
연신내,33671,32141
불광,14902,16011
녹번,14572,13505
홍제,15647,14989
무악재,3678,3688
독립문,5953,6082
경복궁(정부서울청사),16419,15972
안국,18116,18408
종로3가,8970,10182
을지로3가,9984,10299
동대입구,6386,6633
약수,11727,11471
금호,7360,7170
옥수,8102,8512
압구정,30696,32344
신사,29336,30626
잠원,4481,4348
고속터미널,36229,32417
교대(법원.검찰청),12547,8436
남부터미널(예술의전당),27313,27445
양재(서초구청),36102,39356
매봉,12152,11515
도곡,5047,5159
대치,10850,10899
학여울,1636,1642
대청,9616,8967
일원,9448,9367
수서,15959,16024
가락시장,8321,8076
경찰병원,7282,7317
오금,6035,5392
수유(강북구청),31181,31335
미아(서울사이버대학),13522,13423
미아사거리,25411,24781
길음,18514,18360
성신여대입구(돈암),17836,17395
한성대입구(삼선교),11725,11684
혜화,26726,26831
동대문,15986,17333
동대문역사문화공원(DDP),12919,11870
충무로,23771,24715
명동,16690,17130
회현(남대문시장),21960,23110
서울역,10530,14163
숙대입구(갈월),11267,11049
삼각지,4305,4535
신용산,15785,16298
이촌(국립중앙박물관),6487,7139
동작(현충원),1211,1326
총신대입구(이수),17147,18611
사당,21998,18031
남태령,1067,957
당고개,11937,10861
상계,17534,16370
노원,17081,19302
창동,23393,24745
쌍문,27554,25499
방화,6379,6258
개화산,5217,5031
김포공항,6962,6577
송정,6174,5658
마곡,10364,10128
발산,19127,19282
우장산,13489,13531
화곡,27093,25584
까치산,27403,26773
신정(은행정),13282,10756
목동,15859,17531
오목교(목동운동장앞),20868,22246
양평,7366,7543
영등포구청,3832,3876
영등포시장,9562,9704
신길,3944,4379
여의도,28372,29242
여의나루,8578,9330
마포,13769,13990
공덕,13200,13896
애오개,6186,6327
충정로(경기대입구),4669,4686
서대문,17922,18284
광화문(세종문화회관),27817,28810
종로3가,11052,10692
을지로4가,5850,5801
동대문역사문화공원(DDP),2984,3372
청구,3653,3442
신금호,5775,6177
행당,7620,6887
왕십리(성동구청),4267,4690
마장,5047,4739
답십리,15420,14271
장한평,17761,17696
군자(능동),10335,11261
아차산(어린이대공원후문),12633,12628
광나루(장신대),12124,11088
천호(풍납토성),16530,16330
강동,17436,16738
길동,7493,7894
굽은다리(강동구민회관앞),8949,8622
명일,7961,8267
고덕,8866,8960
상일동,14933,13919
둔촌동,7965,8138
올림픽공원(한국체대),4030,3504
방이,6640,6894
오금,3597,3567
개롱,6012,6276
거여,8754,8395
마천,6439,6346
강일,3602,3650
미사,15182,15314
하남풍산,4062,3992
하남시청(덕풍·신장),5835,5691
하남검단산,4998,4860
응암,16321,16410
역촌,3610,4250
불광,3883,3917
독바위,2463,2663
연신내,2,0
구산,6961,5385
새절(신사),11837,11078
증산(명지대앞),9426,9497
디지털미디어시티,13226,14571
월드컵경기장(성산),3421,3602
마포구청,13313,12155
망원,12210,13134
합정,11344,11057
상수,6945,7552
광흥창(서강),8375,8114
대흥(서강대앞),7202,7407
공덕,17273,16744
효창공원앞,6300,5852
삼각지,5231,4806
녹사평(용산구청),4000,3956
이태원,8093,7947
한강진,6140,6952
버티고개,1873,1983
약수,3364,3323
청구,3392,3658
신당,5812,6822
동묘앞,6101,6813
창신,3159,2613
보문,6594,6221
안암(고대병원앞),8854,9229
고려대(종암),6962,6818
월곡(동덕여대),10636,10673
상월곡(한국과학기술연구원),5713,5234
돌곶이,8639,8211
석계,11245,11892
태릉입구,4979,5399
화랑대(서울여대입구),10857,8535
봉화산(서울의료원),8407,7900
장암,2188,785
도봉산,8557,9874
수락산,11678,11520
마들,12155,11759
노원,18585,19372
중계,13034,11983
하계,16151,15125
공릉(서울과학기술대),10703,10903
태릉입구,7632,7280
먹골,9482,9356
중화,10267,10260
상봉(시외버스터미널),15456,14694
면목,14459,14296
사가정,15217,15405
용마산(용마폭포공원),5782,5635
중곡,10317,9807
군자(능동),14091,11537
어린이대공원(세종대),10921,10912
건대입구,11285,11874
뚝섬유원지,6728,6623
청담,18657,20556
강남구청,15675,16945
학동,23993,25214
논현,20219,21667
반포,5412,5074
고속터미널,15191,11984
내방,14039,14163
이수,14251,14049
남성,10363,9782
숭실대입구(살피재),10802,11256
상도,9843,9815
장승배기,8655,8642
신대방삼거리,15611,15262
보라매,9542,9505
신풍,10883,10427
대림(구로구청),7725,7681
남구로,16221,16847
가산디지털단지,47004,46739
철산,19982,20547
광명사거리,21100,20722
천왕,10979,10685
온수(성공회대입구),9918,9111
까치울,1,0
춘의,1,0
상동,1,0
삼산체육관,2,0
부평구청,3,0
암사,18074,16322
천호(풍납토성),13851,16005
강동구청,10029,10488
몽촌토성(평화의문),5659,5724
잠실(송파구청),13182,15254
석촌,7245,8280
송파,7146,7307
가락시장,7104,7733
문정,21983,23062
장지,16033,15741
복정,8772,7475
산성,5008,5038
남한산성입구(성남법원.검찰청),12695,11675
단대오거리,9710,9674
신흥,3999,4459
수진,5131,4725
모란,4097,3128
남위례,3311,3646
개화,2398,1693
김포공항,7033,9468
공항시장,2706,3052
신방화,6460,6503
마곡나루(서울식물원),11020,11024
양천향교,9060,9383
가양,19220,18972
증미,7311,7350
등촌,10860,10868
염창,16434,16203
신목동,3826,3553
선유도,8455,8120
당산,16755,17187
국회의사당,16264,16597
여의도,26574,25459
샛강,5535,5803
노량진,23994,23948
노들,4118,3630
흑석(중앙대입구),7304,7850
동작(현충원),1768,1468
구반포,1419,1474
신반포,3006,2898
고속터미널,10878,13257
사평,3332,3376
신논현,30463,30150
언주,10317,10559
선정릉,9295,10247
삼성중앙,6545,6926
봉은사,15254,15591
종합운동장,4074,4111
삼전,6522,6506
석촌고분,5700,5731
석촌,7793,7017
송파나루,4598,4946
한성백제,2314,2215
올림픽공원(한국체대),5514,5395
둔촌오륜,885,909
중앙보훈병원,10308,9031
판교,4610,4535
이매,1040,897
삼동,2287,2169
경기광주,7364,7106
초월,2948,2877
곤지암,2037,2027
신둔도예촌,1229,1175
이천,2414,2515
부발,1886,1931
세종대왕릉,262,249
여주,1764,1723
서울역,6012,1755
남영,8327,8755
용산,30792,29513
노량진,7457,7562
대방,12299,12855
영등포,34042,34279
신도림,3994,3843
신길,8369,7129
구로,17469,17359
가산디지털단지,18081,20593
금천구청,11094,11004
석수,9066,8075
관악,6853,6309
안양,19510,19612
명학,8615,8515
금정,24989,25766
군포,7371,7567
의왕,8621,8624
성균관대,12972,13114
화서,7335,7147
수원,29963,31662
독산,18032,19064
세류,2761,2466
병점,12913,12790
세마,2571,2394
오산대,3014,2776
오산,8864,9057
진위,1589,1403
송탄,3841,3726
서정리,6034,5982
평택지제,3262,3058
평택,10404,10196
성환,2696,2874
직산,679,641
두정,4214,4336
천안,4095,4320
당정,5758,5482
서동탄,1318,1105
광명,3293,2716
이촌(국립중앙박물관),3281,2673
서빙고,1736,1617
한남,3873,3692
옥수,44,29
응봉,1756,1503
왕십리(성동구청),12262,13927
청량리(서울시립대입구),13338,13358
외대앞,6519,6800
신이문,7939,7447
석계,7312,8408
광운대,7047,6805
월계,5719,5506
녹천,4325,3672
창동,1,0
방학,8739,8545
도봉,5530,5390
도봉산,6699,4039
망월사,6766,7023
회룡,11527,11348
의정부,16752,17006
가능,6092,5847
녹양,4112,3878
양주,6951,6467
덕계,2726,2478
덕정,4891,4710
지행,5980,5799
동두천중앙,2884,2685
보산,1323,1142
동두천,1954,2117
소요산,2108,1753
서울역,4219,5051
신촌,799,1085
효창공원앞,2694,3143
공덕,3286,2893
서강대,1963,1915
홍대입구,1529,1810
가좌,4829,4761
디지털미디어시티,2284,2101
수색,2677,2748
화전,1443,1300
강매,3107,2687
행신,7444,7340
능곡,3402,3180
곡산,548,581
백마,6501,6285
풍산,5060,4719
일산,9270,9231
탄현,7272,6991
야당,6788,6489
운정,6517,6201
금릉,4483,4289
금촌,5774,5785
월롱,2110,2113
파주,933,693
문산,4586,4605
임진강,8,8
계양,1,0
개봉,19957,20253
오류동,11073,10604
역곡,25275,25029
부천,29786,29508
송내,24839,24853
부평,27733,28874
백운,6380,6311
동암,13697,13586
주안,17175,15478
제물포,9705,9193
동인천,12647,12005
인천,3041,2241
구일,5711,5788
소사,7956,7718
부개,7979,7512
간석,5611,5333
도원,2843,2800
온수(성공회대입구),5826,5711
중동,8889,8443
도화,3876,3581
신내,1899,1752
갈매,2904,2529
별내,3237,3044
퇴계원,3435,3212
사릉,3011,2871
금곡,1375,1325
삼양,1901,2053
평내호평,5857,5495
천마산,1533,1393
마석,3673,3675
대성리,369,330
청평,1337,1318
상천,172,145
가평,1304,1294
굴봉산,92,117
백양리,243,218
강촌,243,265
김유정,206,175
남춘천,1814,1835
춘천,899,831
서울역,6955,5972
공덕,2118,2671
홍대입구,8463,8721
디지털미디어시티,13893,12516
마곡나루(서울식물원),8468,7970
김포공항,11597,6778
계양,9692,9100
검암,6277,6192
청라국제도시,6469,5999
운서,5917,6075
공항화물청사,2232,2374
인천공항1터미널,3444,3690
인천공항2터미널,2032,1953
영종,2771,2782
선바위,7606,6522
경마공원,807,781
대공원,1680,1780
과천,5506,5239
정부과천청사,10132,9991
인덕원,22555,23669
평촌,17361,17166
범계,24190,23834
선릉,13385,19921
한티,13873,14895
도곡,6441,6477
구룡,1927,1896
개포동,3465,3662
대모산입구,4185,3912
수서,12967,12522
수원,7627,6368
서울숲,9559,9730
압구정로데오,16748,17847
강남구청,9556,10735
선정릉,7838,8364
가천대,5976,6939
태평,12833,12473
모란,18360,18668
야탑,24110,24954
서현,24174,24524
수내,13032,12711
정자,16544,17690
미금,14692,15545
오리,11181,9307
이매,5523,5137
보정,2265,1971
죽전,12059,13331
구성,4738,5045
신갈,4322,4340
기흥,8973,8614
상갈,5002,4808
청명,4004,3977
영통,7491,7627
망포,13567,13154
매탄권선,4591,4524
수원시청,12013,12653
매교,2553,2557
고색,4331,4107
오목천,2549,2480
어천,605,656
야목,325,234
가오리,3902,3896
망월사,7021,7310
서울역,39092,36147
동묘앞,6868,7110
시청,21043,21137
종각,33848,32900
종로3가,23970,22267
종로5가,21139,20766
동대문,10058,9421
신설동,12888,12612
제기동,16388,16850
청량리(서울시립대입구),18462,18619
시청,23070,22229
을지로입구,38512,38923
을지로3가,22074,21874
을지로4가,12787,12559
동대문역사문화공원(DDP),10556,11804
신당,12945,13351
상왕십리,13619,13485
왕십리(성동구청),14276,12336
한양대,6505,6818
뚝섬,21197,22717
성수,37495,40038
건대입구,32452,34172
구의(광진구청),22797,22551
강변(동서울터미널),28104,26741
잠실나루,14197,13780
잠실(송파구청),64568,64231
잠실새내,20190,19848
종합운동장,6612,7023
삼성(무역센터),50807,50835
선릉,56679,50209
역삼,54233,59720
강남,85529,82798
교대(법원.검찰청),32445,36201
서초,20690,20106
방배,15859,16496
사당,34043,36815
낙성대(강감찬),25784,25657
서울대입구(관악구청),45023,41320
봉천,22886,21599
신림,60080,59323
신대방,25371,24933
구로디지털단지,58965,59323
대림(구로구청),23123,23660
신도림,45116,44238
문래,21153,21415
영등포구청,22593,22925
당산,17526,20400
합정,29103,29992
홍대입구,49289,49959
신촌,30824,31535
이대,11844,12715
충정로(경기대입구),9570,10005
용답,2558,2563
신답,1618,1915
신설동,3011,3166
도림천,1391,1465
양천구청,6620,7013
신정네거리,10058,10468
용두(동대문구청),2278,2314
지축,4430,4380
구파발,19761,18770
연신내,34529,32971
불광,15419,16307
녹번,14996,13936
홍제,16120,15273
무악재,3850,3915
독립문,6189,6407
경복궁(정부서울청사),17756,17304
안국,18508,18906
종로3가,9529,10847
을지로3가,10394,10496
충무로,1,0
동대입구,6644,7006
약수,12317,11983
금호,7606,7250
옥수,8301,8817
압구정,32092,34065
신사,30788,31986
잠원,4653,4531
고속터미널,35692,33353
교대(법원.검찰청),13342,8797
남부터미널(예술의전당),27816,28269
양재(서초구청),38106,40874
매봉,12520,11954
도곡,5222,5245
대치,11432,11338
학여울,1664,1764
대청,9731,9242
일원,9869,9655
수서,15700,16119
가락시장,8659,8588
경찰병원,7324,7285
오금,6178,5564
수유(강북구청),32097,32251
미아(서울사이버대학),13880,13550
미아사거리,26234,25576
길음,19007,18769
성신여대입구(돈암),18370,17764
한성대입구(삼선교),12067,11996
혜화,30100,29979
동대문,18485,18876
동대문역사문화공원(DDP),13742,12629
충무로,24984,25705
명동,17294,17590
회현(남대문시장),23355,24635
서울역,10632,14490
숙대입구(갈월),11765,11618
삼각지,4628,5077
신용산,15966,16660
이촌(국립중앙박물관),6816,7618
동작(현충원),1298,1517
총신대입구(이수),18023,19516
사당,23412,19014
남태령,1066,973
당고개,11977,10931
상계,18022,16870
노원,17883,19899
창동,23838,25271
쌍문,28297,26385
방화,6394,6223
개화산,5349,5150
김포공항,7106,6443
송정,6315,5953
마곡,10636,10444
발산,19726,19975
우장산,13945,13875
화곡,27313,25873
까치산,28007,27451
신정(은행정),13529,11188
목동,16336,17801
오목교(목동운동장앞),21404,22891
양평,7474,7576
영등포구청,3916,3986
영등포시장,9786,10143
신길,4087,4417
여의도,29148,29902
여의나루,8409,9087
마포,14216,14440
공덕,13830,14436
애오개,6528,6628
충정로(경기대입구),4732,4881
서대문,18666,18878
광화문(세종문화회관),29070,29907
종로3가,11425,11225
을지로4가,6266,6287
동대문역사문화공원(DDP),3023,3502
청구,3862,3535
신금호,5951,6268
행당,7886,7227
왕십리(성동구청),4396,4836
마장,5505,5033
답십리,15841,14488
장한평,18082,18114
군자(능동),10850,11893
아차산(어린이대공원후문),13759,13362
광나루(장신대),13479,12315
천호(풍납토성),17073,17001
강동,17978,17095
길동,7787,8252
굽은다리(강동구민회관앞),9164,8807
명일,8294,8741
고덕,9186,9296
상일동,15180,13940
둔촌동,8404,8355
올림픽공원(한국체대),4077,3614
방이,7154,7360
오금,3681,3718
개롱,6070,6447
거여,8985,8665
마천,6693,6609
강일,3754,3736
미사,15457,15669
하남풍산,4234,4201
하남시청(덕풍·신장),6166,6086
하남검단산,5117,5028
응암,17051,17020
역촌,3719,4404
불광,3898,3859
독바위,2568,2751
구산,7333,5703
새절(신사),12264,11535
증산(명지대앞),9621,9703
디지털미디어시티,13520,14944
월드컵경기장(성산),3529,3780
마포구청,13748,12838
망원,12918,13941
합정,12215,11759
상수,7491,8322
광흥창(서강),8728,8729
대흥(서강대앞),7329,7667
공덕,17842,17129
효창공원앞,6629,6061
삼각지,5772,5377
녹사평(용산구청),4233,4194
이태원,8286,8343
한강진,7421,8319
버티고개,1869,2049
약수,3501,3471
청구,3651,3836
신당,7830,8290
동묘앞,7318,7522
창신,3410,2841
보문,6799,6388
안암(고대병원앞),9613,9531
고려대(종암),7339,7222
월곡(동덕여대),10803,10909
상월곡(한국과학기술연구원),5890,5281
돌곶이,8913,8472
석계,11665,12199
태릉입구,5101,5554
화랑대(서울여대입구),11173,8901
봉화산(서울의료원),8658,8105
장암,2224,808
도봉산,8702,10007
수락산,11958,11875
마들,12401,12096
노원,19184,19808
중계,13406,12521
하계,16832,15901
공릉(서울과학기술대),11292,11460
태릉입구,7952,7500
먹골,9699,9557
중화,10687,10493
상봉(시외버스터미널),16229,15139
면목,14821,14542
사가정,15395,15602
용마산(용마폭포공원),5936,6038
중곡,10588,10251
군자(능동),14503,11888
어린이대공원(세종대),11435,11330
건대입구,11611,12288
뚝섬유원지,6979,6888
청담,19265,21423
강남구청,16644,17922
학동,24969,26328
논현,20800,22431
반포,5671,5372
고속터미널,14584,12311
내방,14533,14778
이수,15012,14650
남성,10772,10185
숭실대입구(살피재),11270,11533
상도,10402,10176
장승배기,8825,8739
신대방삼거리,16203,15790
보라매,9772,9812
신풍,11190,10767
대림(구로구청),7571,7706
남구로,16003,16877
가산디지털단지,47783,47569
철산,20328,20906
광명사거리,21510,21227
천왕,11321,10879
온수(성공회대입구),10067,9279
까치울,2,0
춘의,1,0
신중동,2,0
부천시청,2,0
상동,3,0
삼산체육관,1,0
굴포천,3,0
암사,18470,16513
천호(풍납토성),14394,16402
강동구청,10325,10838
몽촌토성(평화의문),6012,5906
잠실(송파구청),13673,15757
석촌,7704,8867
송파,7236,7405
가락시장,7594,8261
문정,22640,23757
