사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자
202301,7호선,뚝섬유원지,4,0,4319,404,8057,3410,18533,4979,27760,10828,19304,9479,10718,8652,9522,8531,10510,10593,10683,14598,11625,15332,13822,14507,17490,13285,16007,16919,13569,23991,7659,17832,6452,11726,5396,11122,3867,9817,1798,5191,279,1663,4,21,0,0,0,0,20230203
202212,7호선,뚝섬유원지,4,1,4716,428,9159,3852,21064,5964,30284,12862,20953,9297,11822,7214,10701,7890,10238,9288,10649,10998,10763,12176,11809,13427,14111,15307,14806,18475,13468,25158,7634,18019,6475,12145,5449,12455,3927,11342,1939,6074,355,1960,21,27,0,0,0,0,20230103
202211,7호선,뚝섬유원지,6,0,5054,524,9525,4099,22381,6371,32069,13743,21895,8697,11645,7200,9876,7688,10391,9126,10345,10956,9827,12210,11145,14702,14136,17321,15998,21906,15886,30134,10891,21219,9977,13401,8996,13512,6881,10899,3171,5360,555,1847,0,1,0,0,0,0,20221203
202210,7호선,뚝섬유원지,22,1,5265,614,9452,4207,21775,6402,30163,12713,21264,10768,12583,9071,10876,10032,11031,12827,11543,15464,11758,16888,14053,20055,17289,23447,20061,27458,22246,34634,17166,23881,16932,15901,17048,14596,12956,12169,6196,5906,692,1759,0,3,0,0,0,0,20221103
202209,7호선,뚝섬유원지,12,0,5256,586,9510,4011,21968,6980,29789,13150,20347,10117,11702,8416,10668,9622,10351,12279,10645,15272,10933,17429,13143,21291,16621,27004,19229,34183,20794,46960,21457,32595,24402,19670,30649,16184,27295,12776,13677,6207,1632,1904,13,11,0,0,0,0,20221003
202208,7호선,뚝섬유원지,15,0,5363,572,9565,4094,21379,6562,29219,12345,19611,9502,10551,8077,9030,8468,9575,9766,9756,10905,9365,12103,10979,14520,12895,17316,15476,22361,16924,34700,13827,26184,15776,17668,18367,15116,16754,12222,8559,5682,1091,1765,1,9,0,0,0,0,20220903
202207,7호선,뚝섬유원지,16,1,5552,642,9705,4386,22228,6799,30721,13491,20199,10766,11177,9046,9795,9537,10399,10444,10317,11718,10171,12694,12002,14509,13857,16582,15778,21656,17653,32951,13145,25587,14928,18117,17692,15710,15882,13059,8450,6385,1108,1860,0,0,0,0,0,0,20220803
202206,7호선,뚝섬유원지,25,0,5363,679,9800,4448,22060,7044,30262,13350,19752,9655,11474,8233,9802,9450,10092,10759,10440,12832,10031,13798,11902,16593,14497,19591,16026,24292,17836,34399,14282,26033,17391,17276,19322,15422,18200,12683,8948,6485,783,1562,0,3,0,0,0,0,20220703
202205,7호선,뚝섬유원지,27,0,5787,632,9978,4497,22959,6620,31729,14714,21120,11075,12258,10929,10391,13759,11155,18352,12504,22965,13885,25872,17976,29575,22780,34132,26746,40185,29802,50882,31292,35450,34822,21847,36729,17750,30944,13984,12525,7028,31,784,0,0,0,0,0,0,20220926
202204,7호선,뚝섬유원지,13,0,5064,462,8997,3687,21418,5803,29133,12679,19341,8893,10934,8222,9342,11243,9511,15936,10772,22103,11890,25490,16005,29737,21210,32093,27671,35092,32800,43876,29164,29523,25911,18176,26962,14964,22078,12266,8941,6298,17,789,0,0,0,0,0,0,20220503
202203,7호선,뚝섬유원지,17,0,4323,362,8021,3389,19138,5443,26442,11528,16738,7790,8998,6145,7890,7127,8321,8556,8993,10922,8925,12565,10481,14790,13096,16611,15592,20290,16943,27558,12432,19232,10788,12640,9816,11311,7982,10054,3603,5118,4,560,0,0,0,0,0,0,20220403
202202,7호선,뚝섬유원지,5,0,3480,320,6617,2851,15171,4436,22821,9210,15213,7054,8357,5465,7328,6011,7797,6890,7928,7876,7557,8822,8222,10078,9661,11417,10358,14220,11362,20821,7088,15268,6354,10318,6236,11581,4087,7948,1328,2569,6,213,0,0,0,0,0,0,20220303
202201,7호선,뚝섬유원지,14,0,3700,318,7331,3318,17957,5005,27863,10767,18337,8227,9770,5870,8232,6609,8748,7156,8963,8332,8458,9709,9090,11124,10559,12243,11847,15876,12311,23547,7279,17416,6776,12041,7283,16214,5028,8494,1552,2915,5,244,0,0,0,0,0,0,20220203
202112,7호선,뚝섬유원지,8,0,4466,326,7965,3489,19347,5477,29589,13358,19089,8589,9973,6304,8384,6553,8950,7490,9023,8411,8604,9636,9794,11345,11217,12671,12177,17276,12650,25041,7701,17827,6609,11787,6126,13119,4398,9149,1647,4136,5,400,0,0,0,0,0,0,20220103
202111,7호선,뚝섬유원지,9,0,4806,342,8724,4126,20574,5810,30255,13649,19489,8809,10164,6604,8448,7247,8877,8177,9299,9951,9386,11183,10237,13445,12772,14933,15431,19986,15117,28293,10608,20367,9977,12861,8977,11708,7172,10526,2859,5337,5,505,0,0,0,0,0,0,20211203
202110,7호선,뚝섬유원지,6,0,4917,405,8300,4374,18762,6020,26263,12990,18235,9257,10430,7709,9234,9056,9519,10638,10154,13167,10164,14528,12031,17145,15138,18540,18014,23502,19225,29709,14463,21673,15610,13941,15276,12963,13797,13684,4957,4792,5,270,0,1,0,0,0,0,20211103
202109,7호선,뚝섬유원지,3,0,4601,334,7900,3960,17735,5550,24234,12061,16549,8243,8979,6787,7848,7908,8561,10177,8692,11893,8996,14253,10770,16474,13042,19167,15984,24635,18733,32968,17774,24397,18815,15032,21967,13508,18020,11225,6665,3715,38,265,0,0,0,0,0,0,20211003
202108,7호선,뚝섬유원지,4,0,4904,412,8384,3965,17845,5793,25230,11207,16537,8028,8781,6465,7461,6663,8175,7565,7972,8280,7777,9558,8492,11176,9954,12978,11957,18201,13315,27707,10946,21041,11871,13521,12847,12324,11209,9055,3965,3132,19,234,0,0,0,0,0,0,20210903
202107,7호선,뚝섬유원지,11,0,5179,505,8890,4257,18578,5833,27039,12176,17158,8719,8921,6711,7739,6873,8021,7272,7879,8179,7567,8982,8365,10655,9667,11999,10849,17845,12623,27514,9321,21136,9839,13943,11614,11899,10445,11576,4520,3991,0,231,0,0,0,0,0,0,20210803
202106,7호선,뚝섬유원지,15,0,5652,497,9152,4106,20701,6535,29869,13944,18563,9148,9924,7392,8463,8141,8771,9176,8930,10818,8801,12307,10783,14993,13064,17134,14791,23386,16189,34444,13534,26070,16028,17518,19745,15773,20068,18252,10453,6540,26,406,0,0,0,0,0,0,20210703
202105,7호선,뚝섬유원지,5,0,4812,481,8561,3983,18442,5991,27223,12279,18173,9057,10315,7781,8998,10046,9292,13166,10105,16276,10611,18753,13439,20914,17229,21699,19427,25836,20870,33340,19975,25691,19564,15976,20590,14618,17878,16138,7989,5582,9,233,0,0,0,0,0,0,20210603
202104,7호선,뚝섬유원지,13,0,4596,456,8890,3763,20358,6433,29722,13235,18344,8838,10293,7371,8505,8980,9072,11862,9494,15272,10088,18690,13311,21720,16927,22815,20568,26639,22857,35789,19396,26009,17764,15724,19288,13799,17266,15348,7029,5164,6,306,0,0,0,0,0,0,20210503
202103,7호선,뚝섬유원지,5,0,4483,417,8454,3779,20203,6117,29021,12219,18662,8028,10042,6528,8138,7323,8799,9248,9146,11720,9259,13448,11608,16204,13963,17210,16629,21851,18389,30292,13415,23263,11684,14011,12373,12825,10416,14234,4536,4829,2,207,0,0,0,0,0,0,20210403
202102,7호선,뚝섬유원지,2,0,3556,333,6443,2951,14909,4615,22661,9404,15238,6877,8657,5245,7664,6001,7718,7717,7943,9050,8247,11237,9310,12974,11398,13290,13066,15945,14117,21796,9387,17018,8133,10695,7815,12369,5199,8351,1987,2884,0,169,0,0,0,0,0,0,20210303
202101,7호선,뚝섬유원지,4,0,3513,366,7063,3056,15791,4899,24103,10002,15637,6557,8086,4523,6637,5218,7022,5779,7235,6791,7107,7908,7768,9248,8185,10054,9309,13719,10996,20787,6263,16489,5345,10504,5472,13517,3166,5377,981,2496,0,134,0,0,0,0,0,0,20210203
202012,7호선,뚝섬유원지,3,0,3872,376,7128,3361,15827,5258,24211,10527,15504,7130,8103,4589,6756,5396,6701,5706,7093,6630,7078,7860,7478,9303,8410,9654,9676,13781,10055,21080,5921,15748,4850,9526,4534,11715,2726,4733,884,2347,0,126,0,0,0,0,0,0,20210103
202011,7호선,뚝섬유원지,3,0,4285,464,7857,3737,19319,5890,28709,11875,18198,7971,9525,5697,7877,6624,8044,7719,8539,8535,8362,9987,9478,11858,11173,13013,13174,17332,13236,25684,8734,19470,7384,11645,7373,11847,5458,9460,2316,4770,0,317,0,0,0,0,0,0,20201203
202010,7호선,뚝섬유원지,10,0,4286,549,7760,3574,18640,5556,27050,11084,17708,8046,9836,6558,8099,8157,8462,10375,8956,12230,9246,14615,10665,16680,13735,16618,17708,20507,19017,27325,13394,21258,11315,12720,10893,11675,8344,9939,3720,5529,25,362,9,7,0,0,0,0,20201103
202009,7호선,뚝섬유원지,12,0,4477,503,7662,3740,17429,5267,24688,10115,15389,7427,7601,5219,6402,6200,6797,7232,7188,8651,7076,10120,8150,12771,9978,13769,12321,18205,15065,27157,11868,20878,9941,12683,11378,12267,10068,7956,4852,4150,1,251,0,0,0,0,0,0,20201003
202008,7호선,뚝섬유원지,10,2,4130,541,7910,3553,17474,5158,24844,9463,15941,7196,8225,5268,7004,5687,7189,6340,7626,7308,7004,7646,7360,9651,8102,10757,9851,15122,11702,23980,8033,18527,7223,11611,7400,10774,7062,8942,3109,4964,4,259,0,0,0,0,0,0,20200903
202007,7호선,뚝섬유원지,15,0,5150,548,9339,4260,22092,5793,30575,12020,18924,8691,9639,6524,7923,7327,8158,8763,8870,10665,8070,12436,9627,15991,12450,18846,14753,26394,17224,38832,14190,30797,17765,18484,24084,15244,25007,12403,10512,6916,4,446,0,0,0,0,0,0,20200803
202006,7호선,뚝섬유원지,6,0,5131,534,8883,4257,21410,5791,29601,11748,17841,8522,9329,6403,7361,7721,7765,8597,8252,10438,7878,12385,9207,15709,11670,18925,14582,26196,16469,38052,14315,30316,17151,17743,22486,14322,23582,11770,9913,6119,3,426,0,0,0,0,0,0,20200703
202005,7호선,뚝섬유원지,8,1,4707,541,8137,3774,17890,5325,26537,10020,17060,8065,9360,6955,7822,8817,8226,11416,9052,15092,9375,18361,11228,21420,14525,22422,18167,26700,20516,34295,19581,26771,19734,15684,20362,13288,18935,11294,7659,5934,2,371,0,0,0,0,0,0,20200603
202004,7호선,뚝섬유원지,1,0,4251,451,7552,3652,17085,4922,25019,9535,16067,7107,8299,6063,6720,7860,7094,10870,8101,15646,8945,19019,11281,20831,15637,19772,20705,21430,22374,28134,16918,20707,12721,12030,10549,10807,8084,9058,3541,4886,4,392,0,0,0,0,0,0,20200503
202003,7호선,뚝섬유원지,5,0,4039,491,7001,3564,16857,4503,24027,9390,15320,7057,7194,5200,5562,6179,6171,9235,6916,13608,7672,17829,9812,20510,14565,19393,19569,21133,23497,26893,16073,20113,11472,11028,9786,9971,7057,8031,3425,4373,466,1270,0,2,0,0,0,0,20200403
202002,7호선,뚝섬유원지,1,0,3896,486,7073,3366,18016,4538,27670,10353,17741,7834,8719,5377,7144,5571,7486,6347,8126,7764,7402,8669,8121,10130,8335,10869,10266,13659,12281,22026,7547,18439,5699,10537,5273,10406,3663,9272,1707,5176,282,1554,0,3,0,0,0,0,20200303
202001,7호선,뚝섬유원지,5,0,4217,499,7640,3492,19074,4767,30464,11103,20259,9373,11206,7439,9581,8373,10186,9735,10953,11693,10696,12322,11870,13016,13861,13105,14935,16223,13137,23639,7956,19252,6101,12000,5737,11811,4001,11156,1877,6600,263,1933,3,19,0,0,0,0,20200203
201912,7호선,뚝섬유원지,9,1,4413,533,8368,3829,20695,5552,32661,13500,22014,9093,13107,7061,11125,7991,11165,9016,11367,10450,10803,11108,11329,13183,12874,14748,14288,18403,13694,25863,8629,19603,7116,12758,6692,13176,4823,13032,2280,8186,608,2381,17,56,0,0,0,0,20200103
201911,7호선,뚝섬유원지,16,0,5092,570,8740,4283,22323,6984,34384,15725,23529,8940,13346,7159,11607,7973,11235,9145,11546,10927,10397,12080,11178,14618,13279,16230,15597,21091,15233,27934,10391,22435,8578,13964,8515,13639,6459,12834,2921,7512,394,2321,0,7,0,0,0,0,20191203
201910,7호선,뚝섬유원지,21,0,5626,689,9791,4540,23554,7283,34892,15741,23787,10424,14444,11603,13049,14610,13542,16188,14838,19993,14802,22702,17963,24657,20002,27230,23867,31617,27462,37956,23003,30655,20375,17828,21487,16162,15969,14287,7119,7910,765,2258,0,11,0,0,0,0,20191103
201909,7호선,뚝섬유원지,26,1,4985,664,8701,4186,21579,7043,31077,13739,21070,9253,12309,9073,10657,11405,11614,12797,12617,15178,12738,17303,13812,20620,15257,24473,17713,31072,20190,41234,19944,32912,20743,18247,25061,15480,23372,13081,11648,7621,1292,1995,27,45,0,1,0,0,20191003
201908,7호선,뚝섬유원지,26,0,5378,729,9105,4670,21491,6819,31165,14323,21195,11085,11561,9996,10220,12070,11078,12498,12239,14341,12153,15397,13648,17937,16246,20563,19282,27640,20888,38494,18668,33783,19437,20367,24461,17036,23721,14709,11847,7919,1413,1998,0,3,0,0,0,0,20190903
201907,7호선,뚝섬유원지,18,0,5657,640,9654,4869,23988,6885,35099,14154,22358,10102,11887,8858,10578,10734,10934,10901,11757,12871,11472,13625,12047,15818,14179,18454,16834,25951,18342,35391,14635,30769,15882,19073,18568,16571,17750,14685,9734,8107,1219,2277,0,14,0,0,0,0,20190803
201906,7호선,뚝섬유원지,20,0,5476,765,9218,4929,21626,8472,32221,15689,22425,9884,13373,10387,12321,15459,13146,14128,15106,16034,14372,17206,15610,19498,16986,21577,18943,27179,20049,36254,16947,29384,18261,18456,20712,16041,19236,14422,10047,8034,1206,2213,0,9,0,0,0,0,20190703
201905,7호선,뚝섬유원지,12,1,5593,782,10471,4957,24675,8122,36324,16827,24675,11587,14356,12784,13676,17260,14279,19330,16150,24759,16967,27657,19367,31535,21857,35097,26460,42248,30742,52712,31514,44664,32695,27375,39984,19050,31218,16328,14449,8992,1740,2721,0,12,0,0,0,0,20190603
201904,7호선,뚝섬유원지,15,0,4920,709,9827,4323,24728,7643,36009,15048,23974,9780,13113,9300,11394,13784,12943,14383,14272,18663,13716,21106,15745,24052,18708,24789,21758,28193,25715,36352,21093,29096,16733,17153,17017,15707,12767,14545,5595,8014,785,2329,0,6,0,0,0,0,20190503
201903,7호선,뚝섬유원지,9,0,4759,632,9008,4004,23120,6498,34242,12707,23486,7818,13442,6884,11405,8834,10867,9882,11534,12129,10875,13776,11520,16134,14142,18323,16232,21456,17494,27771,12620,23105,9657,14677,9172,13833,6278,13644,2613,7759,344,2270,0,12,0,0,0,0,20190403
201902,7호선,뚝섬유원지,16,0,3660,539,6728,3488,17261,4714,27298,9981,18807,7330,10755,6374,9381,7668,9375,8407,10387,9245,9907,10653,10255,11810,11629,12592,12635,14837,12576,20295,8325,17702,6236,11397,5367,11270,3665,11169,1851,6515,321,1863,4,43,0,0,0,0,20190303
201901,7호선,뚝섬유원지,3,0,4506,582,8447,4165,20581,5578,33820,12602,22257,8859,11491,7570,10375,8547,10416,9175,11301,10023,10912,11069,11322,12136,12904,12922,14441,16265,13343,24095,7833,20863,5796,12938,5380,12890,3650,12709,1852,7448,317,2150,0,14,0,0,0,0,20190203
201812,7호선,뚝섬유원지,4,0,4541,610,8243,4385,19746,5746,32144,13607,21483,8443,12554,6979,11333,7934,11091,8877,11090,9453,10537,10228,10900,12201,12678,13463,13930,17137,12827,23057,7911,19123,6092,12357,5636,12953,4124,13481,2070,8324,445,2342,11,68,0,0,0,0,20190103
201811,7호선,뚝섬유원지,9,4,5200,747,9262,4897,23483,6624,35681,15613,23237,9205,12395,7176,11198,7771,11251,8998,11099,9463,10148,10955,10932,13067,12646,15341,14730,19020,15083,27102,9452,22563,7809,13598,6978,13884,5290,13815,2598,8067,493,2213,0,6,0,0,0,0,20181203
201810,7호선,뚝섬유원지,15,1,5833,886,9590,5433,24874,7542,34610,16525,22968,10490,14538,11607,13660,12566,13152,13924,13687,15752,14160,17238,15840,19591,17617,21295,20648,24950,21977,31618,15854,26355,14675,16304,13909,15249,10379,14750,4535,8030,607,2164,0,25,0,0,0,0,20181103
201809,7호선,뚝섬유원지,22,0,4915,859,8282,4782,21280,7148,29363,13314,20390,8828,12354,9927,11135,14530,12429,14935,14285,17806,14477,20847,16559,23763,18087,27792,20741,33619,23457,42494,22643,34274,23813,19729,28903,16232,27057,14517,13679,7837,1303,2016,31,36,0,0,0,0,20181003
201808,7호선,뚝섬유원지,21,1,5426,877,9351,4884,22975,7093,32045,14931,20541,10682,11698,10060,10336,10869,10861,11245,11522,12115,11714,13223,12962,14994,15436,17156,17387,22031,18504,32871,15087,30518,14416,19616,17646,16815,18156,14776,9821,8228,1294,2218,0,4,0,0,0,0,20180903
201807,7호선,뚝섬유원지,20,1,5897,1021,10290,5168,24445,8019,34143,15622,21626,10918,12477,9953,10676,10751,10973,11555,11697,12865,11397,13852,13026,15555,15597,17171,17703,22649,19110,34593,14779,31817,15133,20074,18422,17263,17850,15473,10057,8823,1242,2211,0,4,0,0,0,0,20180803
201806,7호선,뚝섬유원지,12,0,6169,913,9865,5112,23359,7741,32255,14838,21632,9941,12901,9897,11267,12937,12276,12812,13202,14342,12897,16076,14018,18860,16482,21597,17828,28286,18915,38008,17467,33490,19750,20272,23555,17491,23126,15586,12748,8914,1606,2272,0,15,0,0,0,0,20180703
201805,7호선,뚝섬유원지,22,0,5998,732,10505,5318,24310,9566,34650,20814,24285,16974,15186,12353,14854,13176,20513,15906,17094,19814,16281,22422,17227,24582,19594,27415,22544,32857,24544,41494,23891,35155,24673,20894,24517,18146,22713,16565,11021,9469,1251,2419,0,11,0,0,0,0,20180603
201804,7호선,뚝섬유원지,15,0,5634,625,10387,4676,24733,7452,35022,15350,23337,9716,13423,8619,11691,10096,11489,11972,12100,15090,12091,17524,14196,20139,16238,22112,18868,27310,21426,35831,19756,30380,16705,17935,16951,16341,13680,15609,7042,8539,955,2320,0,4,0,0,0,0,20180503
201803,7호선,뚝섬유원지,7,0,5213,566,10045,4462,25448,6925,35096,14424,23729,8791,13472,7684,11387,9168,11133,11023,11852,13664,11803,16309,12741,19111,16743,21150,20167,24618,22241,31395,15346,26962,12701,16656,11695,15962,8797,15429,4141,8705,615,2285,1,18,0,0,0,0,20180403
201802,7호선,뚝섬유원지,2,0,3816,453,7595,3384,18764,4769,28003,10824,18955,7104,10552,6481,9126,7316,9419,8002,10097,8853,9661,10052,9659,10665,11027,11466,11687,14080,11577,20435,7744,18704,5849,11745,5026,11674,3536,11699,1682,6934,262,1963,0,32,0,2,0,0,20180303
201801,7호선,뚝섬유원지,6,1,4457,558,8687,3882,21988,5618,33833,13160,21964,8379,11473,7461,9921,7969,9970,8818,11068,9810,10115,10710,10670,11045,11983,12232,13141,15509,12874,23872,8292,21999,6405,13363,5391,13714,3875,13510,1902,7699,349,2141,0,4,0,0,0,0,20180203
201712,7호선,뚝섬유원지,7,0,4627,602,8664,3927,21719,5748,32582,13932,22531,8329,12992,7465,11191,8231,10826,9174,10926,10234,10828,11146,11214,12674,13462,13797,14094,17066,13073,23337,8784,20900,6632,13220,6153,13924,4726,14962,2206,10628,2701,2592,74,77,0,2,0,0,20180103
201711,7호선,뚝섬유원지,9,0,5522,648,9589,4111,24492,6470,35436,14898,23326,8717,12517,7102,10610,8202,10172,8642,10604,9893,9768,10406,10277,12386,12214,14061,13476,18342,13916,25396,9484,22903,7432,13981,6497,14471,5055,14316,2315,8397,476,2312,0,19,0,0,0,0,20171203
201710,7호선,뚝섬유원지,23,0,5324,675,8785,4155,20946,6730,29538,14512,20921,11029,14001,10984,12524,13307,13084,13965,15087,15281,14829,16655,15541,18447,17251,20642,18683,23670,19499,28817,15440,24390,14430,15677,14251,14583,11360,13837,5541,7920,524,1812,0,6,0,0,0,0,20171103
201709,7호선,뚝섬유원지,33,0,6434,756,10782,4508,25687,8565,34748,16663,22654,10316,13320,10869,12168,15190,13578,14492,14980,16998,14041,18055,15998,21311,17992,25700,19783,33055,22066,42679,21435,38124,22788,21737,25888,19018,26960,16201,13858,9131,1630,2399,0,11,0,0,0,0,20171003
201708,7호선,뚝섬유원지,22,0,6232,687,10196,4821,23459,7372,32655,14964,21179,10569,11904,9829,10573,11668,10833,11516,11892,13724,11900,14100,13438,16055,15965,17374,18141,22408,18741,33635,15778,31137,14816,20343,18486,17617,18080,15805,9863,8657,1405,2632,1,9,0,0,0,0,20170903
201707,7호선,뚝섬유원지,12,0,6013,658,10527,4755,24405,6888,33128,14870,21262,9480,11845,8959,10823,10603,10508,10822,11529,12585,11324,13070,12402,14269,14142,15594,15884,19967,16950,29434,13294,27883,12064,18756,13291,17132,13313,15640,7323,8590,1142,2501,0,14,0,0,0,0,20170803
201706,7호선,뚝섬유원지,22,0,6297,719,10904,4888,25679,7426,34711,16156,22720,10109,12648,9704,12224,13120,12082,12958,13270,13913,12610,14906,14222,16861,15924,19246,17011,24603,16917,35069,15536,33279,16308,20460,18669,18329,19365,16593,11114,9462,1547,2609,0,9,0,0,0,0,20170703
201705,7호선,뚝섬유원지,26,0,6165,808,11125,4992,24777,6891,33801,14791,23768,12273,14000,12455,12474,16114,14399,17570,16121,20164,17006,21731,18038,24266,21156,26866,22701,30883,24147,38636,22768,33825,22459,21192,22689,18771,20552,16788,10943,9513,1280,2448,0,24,0,0,0,0,20170603
201704,7호선,뚝섬유원지,22,1,5694,646,10780,4738,25772,7393,35211,14775,23461,9647,14090,8956,12606,11653,12098,14957,13544,19583,12930,23717,15910,26448,20725,28432,24917,31208,28044,37770,24947,35089,19776,28892,25101,19088,18306,16285,7747,9131,814,2270,0,26,0,0,0,0,20170503
201703,7호선,뚝섬유원지,4,0,5255,566,11303,4357,27081,6994,37112,14755,24509,8730,13910,7742,11975,9973,11328,11501,12672,14397,12283,16830,13555,19350,17864,20657,20887,23499,20256,29744,14754,27084,11603,16648,10028,16939,7747,16192,3641,9199,620,2611,0,11,0,0,0,0,20170403
201702,7호선,뚝섬유원지,2,0,4477,404,8949,3730,21561,5543,31122,12659,20897,7686,11603,7140,10820,8314,10529,8611,11065,9745,10195,10596,10473,11830,12096,13106,13313,16051,12750,22203,9635,21419,7163,13495,6001,13822,4659,13672,2118,8057,458,2295,0,38,0,0,0,0,20170308
